period_date,year,period,period_abbr,value,industry_text,dataelement_code,dataelement_text,ratelevel_code
1/1/2020,2020,M01,JAN,1.5,Manufacturing,QU,Quits,R
1/1/2021,2021,M01,JAN,2.1,Manufacturing,QU,Quits,R
1/1/2019,2019,M01,JAN,325,Manufacturing,TS,Total separations,L
1/1/2020,2020,M01,JAN,341,Manufacturing,TS,Total separations,L
1/1/2021,2021,M01,JAN,362,Manufacturing,TS,Total separations,L
1/1/2019,2019,M01,JAN,2.5,Manufacturing,TS,Total separations,R
1/1/2020,2020,M01,JAN,2.7,Manufacturing,TS,Total separations,R
1/1/2021,2021,M01,JAN,3,Manufacturing,TS,Total separations,R
1/1/2019,2019,M01,JAN,189,Durable goods manufacturing,HI,Hires,L
1/1/2020,2020,M01,JAN,181,Durable goods manufacturing,HI,Hires,L
1/1/2021,2021,M01,JAN,192,Durable goods manufacturing,HI,Hires,L
1/1/2019,2019,M01,JAN,2.3,Durable goods manufacturing,HI,Hires,R
1/1/2020,2020,M01,JAN,2.3,Durable goods manufacturing,HI,Hires,R
1/1/2021,2021,M01,JAN,2.5,Durable goods manufacturing,HI,Hires,R
1/1/2019,2019,M01,JAN,283,Durable goods manufacturing,JO,Job openings,L
1/1/2020,2020,M01,JAN,250,Durable goods manufacturing,JO,Job openings,L
1/1/2021,2021,M01,JAN,308,Durable goods manufacturing,JO,Job openings,L
1/1/2019,2019,M01,JAN,3.4,Durable goods manufacturing,JO,Job openings,R
1/1/2020,2020,M01,JAN,3,Durable goods manufacturing,JO,Job openings,R
1/1/2021,2021,M01,JAN,3.9,Durable goods manufacturing,JO,Job openings,R
1/1/2019,2019,M01,JAN,45,Durable goods manufacturing,LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,73,Durable goods manufacturing,LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,48,Durable goods manufacturing,LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,0.6,Durable goods manufacturing,LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,0.9,Durable goods manufacturing,LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,0.6,Durable goods manufacturing,LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,10,Durable goods manufacturing,OS,Other separations,L
1/1/2020,2020,M01,JAN,17,Durable goods manufacturing,OS,Other separations,L
1/1/2021,2021,M01,JAN,15,Durable goods manufacturing,OS,Other separations,L
1/1/2019,2019,M01,JAN,0.1,Durable goods manufacturing,OS,Other separations,R
1/1/2020,2020,M01,JAN,0.2,Durable goods manufacturing,OS,Other separations,R
1/1/2021,2021,M01,JAN,0.2,Durable goods manufacturing,OS,Other separations,R
1/1/2019,2019,M01,JAN,111,Durable goods manufacturing,QU,Quits,L
1/1/2020,2020,M01,JAN,108,Durable goods manufacturing,QU,Quits,L
1/1/2021,2021,M01,JAN,142,Durable goods manufacturing,QU,Quits,L
1/1/2019,2019,M01,JAN,1.4,Durable goods manufacturing,QU,Quits,R
1/1/2020,2020,M01,JAN,1.4,Durable goods manufacturing,QU,Quits,R
1/1/2021,2021,M01,JAN,1.9,Durable goods manufacturing,QU,Quits,R
1/1/2019,2019,M01,JAN,166,Durable goods manufacturing,TS,Total separations,L
1/1/2020,2020,M01,JAN,199,Durable goods manufacturing,TS,Total separations,L
1/1/2021,2021,M01,JAN,205,Durable goods manufacturing,TS,Total separations,L
1/1/2019,2019,M01,JAN,2.1,Durable goods manufacturing,TS,Total separations,R
1/1/2020,2020,M01,JAN,2.5,Durable goods manufacturing,TS,Total separations,R
1/1/2021,2021,M01,JAN,2.7,Durable goods manufacturing,TS,Total separations,R
1/1/2019,2019,M01,JAN,164,Nondurable goods manufacturing,HI,Hires,L
1/1/2020,2020,M01,JAN,140,Nondurable goods manufacturing,HI,Hires,L
1/1/2021,2021,M01,JAN,159,Nondurable goods manufacturing,HI,Hires,L
1/1/2019,2019,M01,JAN,3.4,Nondurable goods manufacturing,HI,Hires,R
1/1/2020,2020,M01,JAN,2.9,Nondurable goods manufacturing,HI,Hires,R
1/1/2021,2021,M01,JAN,3.4,Nondurable goods manufacturing,HI,Hires,R
1/1/2019,2019,M01,JAN,149,Nondurable goods manufacturing,JO,Job openings,L
1/1/2020,2020,M01,JAN,159,Nondurable goods manufacturing,JO,Job openings,L
1/1/2021,2021,M01,JAN,228,Nondurable goods manufacturing,JO,Job openings,L
1/1/2019,2019,M01,JAN,3,Nondurable goods manufacturing,JO,Job openings,R
1/1/2020,2020,M01,JAN,3.2,Nondurable goods manufacturing,JO,Job openings,R
1/1/2021,2021,M01,JAN,4.7,Nondurable goods manufacturing,JO,Job openings,R
1/1/2019,2019,M01,JAN,47,Nondurable goods manufacturing,LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,53,Nondurable goods manufacturing,LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,42,Nondurable goods manufacturing,LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,1,Nondurable goods manufacturing,LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,1.1,Nondurable goods manufacturing,LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,0.9,Nondurable goods manufacturing,LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,7,Nondurable goods manufacturing,OS,Other separations,L
1/1/2020,2020,M01,JAN,8,Nondurable goods manufacturing,OS,Other separations,L
1/1/2021,2021,M01,JAN,7,Nondurable goods manufacturing,OS,Other separations,L
1/1/2019,2019,M01,JAN,0.2,Nondurable goods manufacturing,OS,Other separations,R
1/1/2020,2020,M01,JAN,0.2,Nondurable goods manufacturing,OS,Other separations,R
1/1/2021,2021,M01,JAN,0.2,Nondurable goods manufacturing,OS,Other separations,R
1/1/2019,2019,M01,JAN,105,Nondurable goods manufacturing,QU,Quits,L
1/1/2020,2020,M01,JAN,81,Nondurable goods manufacturing,QU,Quits,L
1/1/2021,2021,M01,JAN,109,Nondurable goods manufacturing,QU,Quits,L
1/1/2019,2019,M01,JAN,2.2,Nondurable goods manufacturing,QU,Quits,R
1/1/2020,2020,M01,JAN,1.7,Nondurable goods manufacturing,QU,Quits,R
1/1/2021,2021,M01,JAN,2.4,Nondurable goods manufacturing,QU,Quits,R
1/1/2019,2019,M01,JAN,160,Nondurable goods manufacturing,TS,Total separations,L
1/1/2020,2020,M01,JAN,142,Nondurable goods manufacturing,TS,Total separations,L
1/1/2021,2021,M01,JAN,158,Nondurable goods manufacturing,TS,Total separations,L
1/1/2019,2019,M01,JAN,3.3,Nondurable goods manufacturing,TS,Total separations,R
1/1/2020,2020,M01,JAN,3,Nondurable goods manufacturing,TS,Total separations,R
1/1/2021,2021,M01,JAN,3.4,Nondurable goods manufacturing,TS,Total separations,R
1/1/2019,2019,M01,JAN,1125,"Trade, transportation, and utilities",HI,Hires,L
1/1/2020,2020,M01,JAN,1211,"Trade, transportation, and utilities",HI,Hires,L
1/1/2021,2021,M01,JAN,1183,"Trade, transportation, and utilities",HI,Hires,L
1/1/2019,2019,M01,JAN,4.1,"Trade, transportation, and utilities",HI,Hires,R
1/1/2020,2020,M01,JAN,4.3,"Trade, transportation, and utilities",HI,Hires,R
1/1/2021,2021,M01,JAN,4.4,"Trade, transportation, and utilities",HI,Hires,R
1/1/2019,2019,M01,JAN,1435,"Trade, transportation, and utilities",JO,Job openings,L
1/1/2020,2020,M01,JAN,1236,"Trade, transportation, and utilities",JO,Job openings,L
1/1/2021,2021,M01,JAN,1308,"Trade, transportation, and utilities",JO,Job openings,L
1/1/2019,2019,M01,JAN,4.9,"Trade, transportation, and utilities",JO,Job openings,R
1/1/2020,2020,M01,JAN,4.2,"Trade, transportation, and utilities",JO,Job openings,R
1/1/2021,2021,M01,JAN,4.6,"Trade, transportation, and utilities",JO,Job openings,R
1/1/2019,2019,M01,JAN,285,"Trade, transportation, and utilities",LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,320,"Trade, transportation, and utilities",LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,414,"Trade, transportation, and utilities",LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,1,"Trade, transportation, and utilities",LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,1.1,"Trade, transportation, and utilities",LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,1.5,"Trade, transportation, and utilities",LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,67,"Trade, transportation, and utilities",OS,Other separations,L
1/1/2020,2020,M01,JAN,61,"Trade, transportation, and utilities",OS,Other separations,L
1/1/2021,2021,M01,JAN,28,"Trade, transportation, and utilities",OS,Other separations,L
1/1/2019,2019,M01,JAN,0.2,"Trade, transportation, and utilities",OS,Other separations,R
1/1/2020,2020,M01,JAN,0.2,"Trade, transportation, and utilities",OS,Other separations,R
1/1/2021,2021,M01,JAN,0.1,"Trade, transportation, and utilities",OS,Other separations,R
1/1/2019,2019,M01,JAN,702,"Trade, transportation, and utilities",QU,Quits,L
1/1/2020,2020,M01,JAN,831,"Trade, transportation, and utilities",QU,Quits,L
1/1/2021,2021,M01,JAN,755,"Trade, transportation, and utilities",QU,Quits,L
1/1/2019,2019,M01,JAN,2.5,"Trade, transportation, and utilities",QU,Quits,R
1/1/2020,2020,M01,JAN,3,"Trade, transportation, and utilities",QU,Quits,R
1/1/2021,2021,M01,JAN,2.8,"Trade, transportation, and utilities",QU,Quits,R
1/1/2019,2019,M01,JAN,1054,"Trade, transportation, and utilities",TS,Total separations,L
1/1/2020,2020,M01,JAN,1212,"Trade, transportation, and utilities",TS,Total separations,L
1/1/2021,2021,M01,JAN,1197,"Trade, transportation, and utilities",TS,Total separations,L
1/1/2019,2019,M01,JAN,3.8,"Trade, transportation, and utilities",TS,Total separations,R
1/1/2020,2020,M01,JAN,4.4,"Trade, transportation, and utilities",TS,Total separations,R
1/1/2021,2021,M01,JAN,4.4,"Trade, transportation, and utilities",TS,Total separations,R
1/1/2019,2019,M01,JAN,142,Wholesale trade,HI,Hires,L
1/1/2020,2020,M01,JAN,139,Wholesale trade,HI,Hires,L
1/1/2021,2021,M01,JAN,152,Wholesale trade,HI,Hires,L
1/1/2019,2019,M01,JAN,2.4,Wholesale trade,HI,Hires,R
1/1/2020,2020,M01,JAN,2.4,Wholesale trade,HI,Hires,R
1/1/2021,2021,M01,JAN,2.7,Wholesale trade,HI,Hires,R
1/1/2019,2019,M01,JAN,281,Wholesale trade,JO,Job openings,L
1/1/2020,2020,M01,JAN,183,Wholesale trade,JO,Job openings,L
1/1/2021,2021,M01,JAN,192,Wholesale trade,JO,Job openings,L
1/1/2019,2019,M01,JAN,4.6,Wholesale trade,JO,Job openings,R
1/1/2020,2020,M01,JAN,3,Wholesale trade,JO,Job openings,R
1/1/2021,2021,M01,JAN,3.3,Wholesale trade,JO,Job openings,R
1/1/2019,2019,M01,JAN,44,Wholesale trade,LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,36,Wholesale trade,LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,61,Wholesale trade,LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,0.8,Wholesale trade,LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,0.6,Wholesale trade,LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,1.1,Wholesale trade,LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,11,Wholesale trade,OS,Other separations,L
1/1/2020,2020,M01,JAN,5,Wholesale trade,OS,Other separations,L
1/1/2021,2021,M01,JAN,4,Wholesale trade,OS,Other separations,L
1/1/2019,2019,M01,JAN,0.2,Wholesale trade,OS,Other separations,R
1/1/2020,2020,M01,JAN,0.1,Wholesale trade,OS,Other separations,R
1/1/2021,2021,M01,JAN,0.1,Wholesale trade,OS,Other separations,R
1/1/2019,2019,M01,JAN,78,Wholesale trade,QU,Quits,L
1/1/2020,2020,M01,JAN,92,Wholesale trade,QU,Quits,L
1/1/2021,2021,M01,JAN,71,Wholesale trade,QU,Quits,L
1/1/2019,2019,M01,JAN,1.3,Wholesale trade,QU,Quits,R
1/1/2020,2020,M01,JAN,1.6,Wholesale trade,QU,Quits,R
1/1/2021,2021,M01,JAN,1.3,Wholesale trade,QU,Quits,R
1/1/2019,2019,M01,JAN,134,Wholesale trade,TS,Total separations,L
1/1/2020,2020,M01,JAN,134,Wholesale trade,TS,Total separations,L
1/1/2021,2021,M01,JAN,136,Wholesale trade,TS,Total separations,L
1/1/2019,2019,M01,JAN,2.3,Wholesale trade,TS,Total separations,R
1/1/2020,2020,M01,JAN,2.3,Wholesale trade,TS,Total separations,R
1/1/2021,2021,M01,JAN,2.4,Wholesale trade,TS,Total separations,R
1/1/2019,2019,M01,JAN,723,Retail trade,HI,Hires,L
1/1/2020,2020,M01,JAN,804,Retail trade,HI,Hires,L
1/1/2021,2021,M01,JAN,778,Retail trade,HI,Hires,L
1/1/2019,2019,M01,JAN,4.6,Retail trade,HI,Hires,R
1/1/2020,2020,M01,JAN,5.1,Retail trade,HI,Hires,R
1/1/2021,2021,M01,JAN,5.1,Retail trade,HI,Hires,R
1/1/2019,2019,M01,JAN,807,Retail trade,JO,Job openings,L
1/1/2020,2020,M01,JAN,752,Retail trade,JO,Job openings,L
1/1/2021,2021,M01,JAN,793,Retail trade,JO,Job openings,L
1/1/2019,2019,M01,JAN,4.9,Retail trade,JO,Job openings,R
1/1/2020,2020,M01,JAN,4.6,Retail trade,JO,Job openings,R
1/1/2021,2021,M01,JAN,5,Retail trade,JO,Job openings,R
1/1/2019,2019,M01,JAN,160,Retail trade,LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,187,Retail trade,LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,164,Retail trade,LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,1,Retail trade,LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,1.2,Retail trade,LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,1.1,Retail trade,LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,43,Retail trade,OS,Other separations,L
1/1/2020,2020,M01,JAN,37,Retail trade,OS,Other separations,L
1/1/2021,2021,M01,JAN,15,Retail trade,OS,Other separations,L
1/1/2019,2019,M01,JAN,0.3,Retail trade,OS,Other separations,R
1/1/2020,2020,M01,JAN,0.2,Retail trade,OS,Other separations,R
1/1/2021,2021,M01,JAN,0.1,Retail trade,OS,Other separations,R
1/1/2019,2019,M01,JAN,499,Retail trade,QU,Quits,L
1/1/2020,2020,M01,JAN,594,Retail trade,QU,Quits,L
1/1/2021,2021,M01,JAN,539,Retail trade,QU,Quits,L
1/1/2019,2019,M01,JAN,3.2,Retail trade,QU,Quits,R
1/1/2020,2020,M01,JAN,3.8,Retail trade,QU,Quits,R
1/1/2021,2021,M01,JAN,3.5,Retail trade,QU,Quits,R
1/1/2019,2019,M01,JAN,701,Retail trade,TS,Total separations,L
1/1/2020,2020,M01,JAN,818,Retail trade,TS,Total separations,L
1/1/2021,2021,M01,JAN,718,Retail trade,TS,Total separations,L
1/1/2019,2019,M01,JAN,4.5,Retail trade,TS,Total separations,R
1/1/2020,2020,M01,JAN,5.2,Retail trade,TS,Total separations,R
1/1/2021,2021,M01,JAN,4.7,Retail trade,TS,Total separations,R
1/1/2019,2019,M01,JAN,260,"Transportation, warehousing, and utilities",HI,Hires,L
1/1/2020,2020,M01,JAN,268,"Transportation, warehousing, and utilities",HI,Hires,L
1/1/2021,2021,M01,JAN,254,"Transportation, warehousing, and utilities",HI,Hires,L
1/1/2019,2019,M01,JAN,4.2,"Transportation, warehousing, and utilities",HI,Hires,R
1/1/2020,2020,M01,JAN,4.2,"Transportation, warehousing, and utilities",HI,Hires,R
1/1/2021,2021,M01,JAN,4.1,"Transportation, warehousing, and utilities",HI,Hires,R
1/1/2019,2019,M01,JAN,347,"Transportation, warehousing, and utilities",JO,Job openings,L
1/1/2020,2020,M01,JAN,301,"Transportation, warehousing, and utilities",JO,Job openings,L
1/1/2021,2021,M01,JAN,323,"Transportation, warehousing, and utilities",JO,Job openings,L
1/1/2019,2019,M01,JAN,5.4,"Transportation, warehousing, and utilities",JO,Job openings,R
1/1/2020,2020,M01,JAN,4.5,"Transportation, warehousing, and utilities",JO,Job openings,R
1/1/2021,2021,M01,JAN,5,"Transportation, warehousing, and utilities",JO,Job openings,R
1/1/2019,2019,M01,JAN,81,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,97,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,189,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,1.3,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,1.5,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,3,"Transportation, warehousing, and utilities",LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,13,"Transportation, warehousing, and utilities",OS,Other separations,L
1/1/2020,2020,M01,JAN,19,"Transportation, warehousing, and utilities",OS,Other separations,L
1/1/2021,2021,M01,JAN,10,"Transportation, warehousing, and utilities",OS,Other separations,L
1/1/2019,2019,M01,JAN,0.2,"Transportation, warehousing, and utilities",OS,Other separations,R
1/1/2020,2020,M01,JAN,0.3,"Transportation, warehousing, and utilities",OS,Other separations,R
1/1/2021,2021,M01,JAN,0.2,"Transportation, warehousing, and utilities",OS,Other separations,R
1/1/2019,2019,M01,JAN,125,"Transportation, warehousing, and utilities",QU,Quits,L
1/1/2020,2020,M01,JAN,145,"Transportation, warehousing, and utilities",QU,Quits,L
1/1/2021,2021,M01,JAN,145,"Transportation, warehousing, and utilities",QU,Quits,L
1/1/2019,2019,M01,JAN,2,"Transportation, warehousing, and utilities",QU,Quits,R
1/1/2020,2020,M01,JAN,2.3,"Transportation, warehousing, and utilities",QU,Quits,R
1/1/2021,2021,M01,JAN,2.3,"Transportation, warehousing, and utilities",QU,Quits,R
1/1/2019,2019,M01,JAN,219,"Transportation, warehousing, and utilities",TS,Total separations,L
1/1/2020,2020,M01,JAN,260,"Transportation, warehousing, and utilities",TS,Total separations,L
1/1/2021,2021,M01,JAN,343,"Transportation, warehousing, and utilities",TS,Total separations,L
1/1/2019,2019,M01,JAN,3.6,"Transportation, warehousing, and utilities",TS,Total separations,R
1/1/2020,2020,M01,JAN,4.1,"Transportation, warehousing, and utilities",TS,Total separations,R
1/1/2021,2021,M01,JAN,5.5,"Transportation, warehousing, and utilities",TS,Total separations,R
1/1/2019,2019,M01,JAN,86,Information,HI,Hires,L
1/1/2020,2020,M01,JAN,83,Information,HI,Hires,L
1/1/2021,2021,M01,JAN,77,Information,HI,Hires,L
1/1/2019,2019,M01,JAN,3,Information,HI,Hires,R
1/1/2020,2020,M01,JAN,2.9,Information,HI,Hires,R
1/1/2021,2021,M01,JAN,2.9,Information,HI,Hires,R
1/1/2019,2019,M01,JAN,140,Information,JO,Job openings,L
1/1/2020,2020,M01,JAN,139,Information,JO,Job openings,L
1/1/2021,2021,M01,JAN,129,Information,JO,Job openings,L
1/1/2019,2019,M01,JAN,4.7,Information,JO,Job openings,R
1/1/2020,2020,M01,JAN,4.6,Information,JO,Job openings,R
1/1/2021,2021,M01,JAN,4.6,Information,JO,Job openings,R
1/1/2019,2019,M01,JAN,36,Information,LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,21,Information,LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,22,Information,LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,1.3,Information,LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,0.7,Information,LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,0.8,Information,LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,8,Information,OS,Other separations,L
1/1/2020,2020,M01,JAN,5,Information,OS,Other separations,L
1/1/2021,2021,M01,JAN,7,Information,OS,Other separations,L
1/1/2019,2019,M01,JAN,0.3,Information,OS,Other separations,R
1/1/2020,2020,M01,JAN,0.2,Information,OS,Other separations,R
1/1/2021,2021,M01,JAN,0.2,Information,OS,Other separations,R
1/1/2019,2019,M01,JAN,56,Information,QU,Quits,L
1/1/2020,2020,M01,JAN,34,Information,QU,Quits,L
1/1/2021,2021,M01,JAN,37,Information,QU,Quits,L
1/1/2019,2019,M01,JAN,2,Information,QU,Quits,R
1/1/2020,2020,M01,JAN,1.2,Information,QU,Quits,R
1/1/2021,2021,M01,JAN,1.4,Information,QU,Quits,R
1/1/2019,2019,M01,JAN,100,Information,TS,Total separations,L
1/1/2020,2020,M01,JAN,60,Information,TS,Total separations,L
1/1/2021,2021,M01,JAN,66,Information,TS,Total separations,L
1/1/2019,2019,M01,JAN,3.5,Information,TS,Total separations,R
1/1/2019,2019,M01,JAN,1217,Total nonfarm,HI,Hires,L
1/1/2020,2020,M01,JAN,1170,Total nonfarm,HI,Hires,L
1/1/2021,2021,M01,JAN,1241,Total nonfarm,HI,Hires,L
1/1/2019,2019,M01,JAN,3.7,Total nonfarm,HI,Hires,R
1/1/2020,2020,M01,JAN,3.6,Total nonfarm,HI,Hires,R
1/1/2021,2021,M01,JAN,4,Total nonfarm,HI,Hires,R
1/1/2019,2019,M01,JAN,1755,Total nonfarm,JO,Job openings,L
1/1/2020,2020,M01,JAN,1545,Total nonfarm,JO,Job openings,L
1/1/2021,2021,M01,JAN,1520,Total nonfarm,JO,Job openings,L
1/1/2019,2019,M01,JAN,5.1,Total nonfarm,JO,Job openings,R
1/1/2020,2020,M01,JAN,4.5,Total nonfarm,JO,Job openings,R
1/1/2021,2021,M01,JAN,4.7,Total nonfarm,JO,Job openings,R
1/1/2019,2019,M01,JAN,346,Total nonfarm,LD,Layoffs and discharges,L
1/1/2020,2020,M01,JAN,393,Total nonfarm,LD,Layoffs and discharges,L
1/1/2021,2021,M01,JAN,328,Total nonfarm,LD,Layoffs and discharges,L
1/1/2019,2019,M01,JAN,1.1,Total nonfarm,LD,Layoffs and discharges,R
1/1/2020,2020,M01,JAN,1.2,Total nonfarm,LD,Layoffs and discharges,R
1/1/2021,2021,M01,JAN,1.1,Total nonfarm,LD,Layoffs and discharges,R
1/1/2019,2019,M01,JAN,59,Total nonfarm,OS,Other separations,L
1/1/2020,2020,M01,JAN,56,Total nonfarm,OS,Other separations,L
1/1/2021,2021,M01,JAN,55,Total nonfarm,OS,Other separations,L
1/1/2019,2019,M01,JAN,0.2,Total nonfarm,OS,Other separations,R
1/1/2020,2020,M01,JAN,0.2,Total nonfarm,OS,Other separations,R
1/1/2021,2021,M01,JAN,0.2,Total nonfarm,OS,Other separations,R
1/1/2019,2019,M01,JAN,764,Total nonfarm,QU,Quits,L
1/1/2020,2020,M01,JAN,777,Total nonfarm,QU,Quits,L
1/1/2021,2021,M01,JAN,727,Total nonfarm,QU,Quits,L
1/1/2019,2019,M01,JAN,2.3,Total nonfarm,QU,Quits,R
1/1/2020,2020,M01,JAN,2.4,Total nonfarm,QU,Quits,R
1/1/2021,2021,M01,JAN,2.4,Total nonfarm,QU,Quits,R
1/1/2019,2019,M01,JAN,1169,Total nonfarm,TS,Total separations,L
1/1/2020,2020,M01,JAN,1226,Total nonfarm,TS,Total separations,L
1/1/2021,2021,M01,JAN,1111,Total nonfarm,TS,Total separations,L
1/1/2019,2019,M01,JAN,3.6,Total nonfarm,TS,Total separations,R
1/1/2020,2020,M01,JAN,3.7,Total nonfarm,TS,Total separations,R
1/1/2021,2021,M01,JAN,3.6,Total nonfarm,TS,Total separations,R
1/1/2019,2019,M01,JAN,848,Total nonfarm,HI,Hires,L
1/1/2020,2020,M01,JAN,946,Total nonfarm,HI,Hires,L
1/1/2021,2021,M01,JAN,867,Total nonfarm,HI,Hires,L
1/1/2019,2019,M01,JAN,3.1,Total nonfarm,HI,Hires,R
1/1/2020,2020,M01,JAN,3.4,Total nonfarm,HI,Hires,R
1/1/2021,2021,M01,JAN,3.3,Total nonfarm,HI,Hires,R
1/1/2019,2019,M01,JAN,1229,Total nonfarm,JO,Job openings,L
1/1/2020,2020,M01,JAN,1241,Total nonfarm,JO,Job openings,L
1/1/2021,2021,M01,JAN,1165,Total nonfarm,JO,Job openings,L
1/1/2019,2019,M01,JAN,4.3,Total nonfarm,JO,Job openings,R
1/1/2020,2020,M01,JAN,4.3,Total nonfarm,JO,Job openings,R
